% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=416359, Sun Oct 12 11:53:28 2025, <python>{}</python>
1 7 22.67009083107508 1.0000333338888951 670000013.1188898 6.7000001311888981e+08 670000043.8231432 1340000041.5916038 670000003.897532 670000034.1072428 nan   
2 14 21.53707438671177 1.4004105838392598 670000013.1188898 6.7000002227279007e+08 670000033.0 1340000033.0 670000003.2776874 670000022.7024897 nan   
3 21 22.254748343403147 1.571148648455109 670000000.468128 6.7000000046812797e+08 1340000014.9990082 1340000031.5387506 502499998.3965452 837500021.6511834 nan   
4 28 17.38294193369654 2.1757056226860083 1.9330148406930672 1.9330148406930672e+00 1340000003.351275 1340000027.3431778 18.006545305252075 1339999999.0576763 nan   
5 35 23.84101399041191 2.3467546195600635 1.9330148406930672 6.6999999348909378e+08 1340000010.5057259 1340000032.6706882 15.720122814178467 1340000009.414207 nan   
6 42 25.9086572025153 3.138318887345674 1.9330148406930672 6.6999999938874459e+08 1339999991.0611906 1340000010.2824616 669999992.225877 670000010.2139528 nan   
7 49 23.743127433764805 3.4009197422284068 1.9330148406930672 6.6999999162538624e+08 1339999990.497788 1340000000.6053166 502499979.193275 837500017.798074 nan   
8 56 23.877073975273508 4.3698181154910305 1.9330148406930672 6.6999998586259699e+08 1339999980.5198975 1340000009.0669928 669999997.2794261 669999999.7110877 nan   
9 63 20.439602837059407 4.731883598888482 1.9330148406930672 6.6999998362569380e+08 1339999978.2802773 1340000003.737674 669999982.8506563 670000003.1135437 nan   
10 70 20.10089423916083 6.451203144728638 1.9330148406930672 6.6999997901205206e+08 1339999963.6944077 1339999994.0910342 670000000.4656224 669999986.5929828 nan   
11 77 22.501303932212437 8.254978832985062 1.9330148406930672 6.6999998248106432e+08 1339999965.7778866 2009999979.8840554 669999996.8127818 669999990.8151875 nan   
12 84 24.24433518575264 8.74229963067183 1.9330148406930672 6.6999997159779811e+08 669999981.9955969 1339999989.2286277 17.017182230949402 669999974.6213663 nan   
13 91 22.915667582144202 11.233908456852516 1.9330148406930672 6.6999996575767875e+08 1339999973.4552107 2009999980.7956042 1004999988.8129103 837499984.0401752 nan   
14 98 23.79015518382344 11.947343415058507 1.9330148406930672 6.6999996706591129e+08 669999990.3864106 1339999997.8396103 669999999.0691264 669999973.6697598 nan   
15 105 24.48231968529331 12.899056180602258 1.9330148406930672 6.6999996112046432e+08 1339999966.604845 1339999975.2743158 670000004.4825864 669999965.3381758 nan   
16 112 29.908413734741053 15.336012748612442 1.9330148406930672 6.6999994904073811e+08 669999976.7621615 1339999960.0961666 502499995.4318702 669999957.7027526 nan   
17 119 33.90846555898773 15.612533249888557 1.9330148406930672 6.6999993359303463e+08 1339999922.5014396 2009999963.1933088 669999983.3293066 669999956.9727793 nan   
18 126 40.14252542637133 18.924685170991175 1.9330148406930672 6.6999991176593757e+08 669999931.5467088 1339999938.1915202 26.495066285133362 669999931.0121025 nan   
19 133 46.37002478064376 21.178356651710764 1.9330148406930672 6.6999986084418583e+08 1339999885.9541574 1339999932.490288 669999988.9917085 669999941.0794382 nan   
20 140 43.276723436757074 29.72054705817689 1.9330148406930672 6.6999988516267705e+08 669999966.3676081 2009999960.3734276 1172499982.9593704 669999904.1259325 nan   
21 147 55.271153012505835 31.033437471277306 1.9330148406930672 6.6999983686890364e+08 669999924.981901 1339999934.30824 502500066.1415813 669999865.7414448 nan   
22 154 67.21669517411333 39.274335035192465 1.9330148406930672 6.6999980422982836e+08 669999867.2658637 1339999839.091434 107.0826952457428 669999842.882606 nan   
23 161 67.8463439399646 46.12083533891065 1.9330148406930672 6.6999977606824028e+08 669999876.86411 1339999839.2349763 502499862.55747044 669999821.5440348 nan   
24 168 78.58138798249838 44.13631667502574 1.9330148406930672 6.6999974723674238e+08 1339999800.2521844 2009999752.7302074 110.54531478881836 1339999746.5908606 nan   
25 175 92.57243572503404 46.074599838832654 1.9330148406930672 6.6999963690438759e+08 1339999696.3831372 2009999898.3361974 1172500013.4370613 669999707.9970407 nan   
26 182 85.61135171853887 51.918944836387645 1.9330148406930672 6.6999961915751791e+08 1339999815.307021 2009999760.7298784 1172499944.7451544 837499700.1457362 nan   
27 189 74.31743552856965 56.9767107942498 1.9330148406930672 6.6999966002150953e+08 1339999545.8403585 1339999697.8642058 669999883.5806594 669999798.2770052 nan   
28 196 72.88553753975276 63.14628314082947 1.9330148406930672 6.6999957331430566e+08 1339999685.2719305 1339999805.3090186 670000125.4805706 669999657.0476303 nan   
29 203 68.33303210849411 79.53303694566324 1.9330148406930672 6.6999953375275362e+08 669999664.9512691 1339999837.3678823 502499974.0054935 669999624.6472183 nan   
30 210 59.87029185114407 92.4399217415292 1.9330148406930672 6.6999955408095264e+08 669999749.757894 1339999634.2904906 670000009.3025798 669999570.679238 nan   
31 217 70.05235380598381 98.96909511247036 1.9330148406930672 6.6999938845784843e+08 669999605.0311471 1339999579.1261208 93.76529586315155 669999527.0377785 nan   
32 224 64.23228383752294 130.97998882937407 1.9330148406930672 6.6999943514386487e+08 669999567.9167848 1339999376.5696435 502499943.66013944 669999452.1258887 nan   
33 231 69.1236883950481 144.61056233308352 1.9330148406930672 6.6999936318758345e+08 669999453.7081923 1339999407.8724632 125.91815197467804 669999383.5740604 nan   
34 238 74.2906569061461 173.87113380944422 1.9330148406930672 6.6999924054540038e+08 669999418.4914834 1339999496.2985394 150.4000871181488 669999337.0804529 nan   
