% # columns="iteration, evaluation, void, void, void, xmean", seed=416359, Sun Oct 12 11:53:28 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 7 0 0 0 201.7555093156765 13.435157064186392 -13.025909049278056
2 14 0 0 0 212.29607082166805 10.46559438228191 -14.141611019870798
3 21 0 0 0 202.7522960433617 17.6738352750077 -37.68422914602356
4 28 0 0 0 209.12656916002842 17.38743242937452 -17.16261524921157
5 35 0 0 0 190.88202159509626 16.6512783326608 -70.78553740442774
6 42 0 0 0 173.05393325924422 14.867482782686857 -49.7680426435491
7 49 0 0 0 171.99202958991611 13.43180655509346 -66.19256702377689
8 56 0 0 0 160.5546493226957 12.868501232753397 -97.2773630131025
9 63 0 0 0 169.37813092040787 12.340056481546087 -99.3382776558336
10 70 0 0 0 162.9152627684011 12.626002532935328 -132.19559865012906
11 77 0 0 0 186.265823633104 12.092862144770747 -118.98487439516892
12 84 0 0 0 161.12175587378798 10.629079789482203 -170.77615636976614
13 91 0 0 0 152.60281708332803 8.821794663903738 -175.52623270927273
14 98 0 0 0 176.23986499699214 11.218966297378955 -173.71966647614832
15 105 0 0 0 177.30175214717949 11.538264311579061 -204.49609096008166
16 112 0 0 0 173.2598908750817 7.024743184788696 -254.52158613438942
17 119 0 0 0 188.21448207456152 7.545623176551411 -284.4601283618948
18 126 0 0 0 192.21790465195772 8.25627953953419 -365.8191235459575
19 133 0 0 0 170.98224073365952 8.130062700515818 -463.58631215029425
20 140 0 0 0 178.71843474967727 10.076107821902784 -460.6223991450679
21 147 0 0 0 199.25688775287568 10.046389218882 -615.1679906003046
22 154 0 0 0 225.73645566341193 10.431415239418719 -725.0674181722023
23 161 0 0 0 200.8307236561495 12.197747117747424 -812.4337622230981
24 168 0 0 0 212.90649696610143 17.115605792025683 -979.1206964611087
25 175 0 0 0 191.52869729882045 10.055356048768079 -1293.105823074913
26 182 0 0 0 210.33518411464544 12.605973365576817 -1346.7175723773616
27 189 0 0 0 195.6121526735718 8.221059660670923 -1107.8060659556438
28 196 0 0 0 204.09039609140882 11.44541934287844 -1494.1086074707098
29 203 0 0 0 205.9752579512296 12.654033020091072 -1634.194990244882
30 210 0 0 0 198.21767045366155 10.915829474593858 -1673.8247573348494
31 217 0 0 0 205.5135583101044 11.429731387269175 -2098.0079928353844
32 224 0 0 0 204.08313079084905 11.19665902695998 -2109.35638177125
33 231 0 0 0 202.8285659669695 8.815961989051138 -2373.650905801101
34 238 0 0 0 226.9993322632481 10.795331887746407 -2705.395336814871
35 245 0 0 0 243.57139798026665 11.642767800445231 -3419.612902555246
36 252 0 0 0 235.70551071445152 11.078300058539986 -2618.572665124883
37 259 0 0 0 228.6356383431556 10.661335998404109 -2586.9561162650984
38 266 0 0 0 229.60514055458117 10.464221017964476 -2796.8375732249942
39 273 0 0 0 234.92991651600096 10.889338231899236 -2970.1268306326483
40 280 0 0 0 237.89494340173917 11.395998793442356 -3350.485613830345
41 287 0 0 0 236.096772628339 11.62005910650833 -3534.843594767271
42 294 0 0 0 239.93191620303062 12.356177210073465 -3474.2921772474365
43 301 0 0 0 240.32818736083564 12.994296652037821 -3770.2634561706204
44 308 0 0 0 238.02007402434555 13.387203794913107 -3596.986739722326
45 315 0 0 0 242.32165227338535 14.239866221816067 -3957.7225404687415
46 322 0 0 0 240.06938313840914 13.162112214744372 -4081.1395091091745
47 329 0 0 0 234.60727703940404 13.042333238597145 -4527.7856279043035
48 336 0 0 0 234.75352024161128 14.030327772441447 -4888.869107536464
49 343 0 0 0 224.29842235814021 14.160257751089176 -5352.112348493659
50 350 0 0 0 208.30777886857086 13.475448868979317 -5647.498140481243
51 357 0 0 0 205.69878243903165 11.199381767462278 -5650.65897039238
52 364 0 0 0 208.37110686288196 12.96432226049756 -8051.545648738264
53 371 0 0 0 203.60636391661419 8.581608465217872 -7799.1172696458625
54 378 0 0 0 199.97251143964178 10.125518328860569 -9672.56424784133
55 385 0 0 0 209.19750089878275 10.590036582162584 -10400.626003104831
56 392 0 0 0 211.6248470358743 13.796586086690048 -11118.27539028318
57 399 0 0 0 215.54333546038885 13.814080742583814 -13517.633013524071
58 406 0 0 0 217.1024657503253 10.489205356793992 -14148.056751555017
59 413 0 0 0 213.08169442321508 10.040158329351808 -16152.543630933997
60 420 0 0 0 235.71973548654952 8.054446286775322 -21747.165997458724
61 427 0 0 0 228.24010502309795 9.073145972270918 -26640.051924006704
62 434 0 0 0 214.8548581968224 6.205279767015176 -37489.07732175154
63 441 0 0 0 236.47703489684085 10.7124942219734 -32257.47299192355
64 448 0 0 0 205.60304035948948 14.694448016810808 -44624.49715278689
65 455 0 0 0 169.40801818603668 10.450706127452237 -49589.63096021851
66 462 0 0 0 141.85271786215057 5.16233377694433 -65386.35122812057
67 469 0 0 0 158.20517697068234 7.7083410564060255 -62238.59352221452
68 476 0 0 0 215.2480595635807 11.645140798546583 -53310.49901670116
69 483 0 0 0 195.6377486115041 7.956605928244418 -46472.911266263036
70 490 0 0 0 178.79505374197464 7.879264642424612 -53907.01135002023
71 497 0 0 0 179.7427355782097 9.145777456122945 -52650.31532554347
72 504 0 0 0 178.51775548100102 7.89430886083334 -52919.46998381716
73 511 0 0 0 178.1113144380323 7.515802815694043 -54625.66811168351
74 518 0 0 0 175.73649474774732 11.128069578054204 -61830.896923998276
75 525 0 0 0 171.7886006985144 11.31961456570362 -61619.93316177909
76 532 0 0 0 162.07822644830281 9.950385070020149 -66357.82670209336
77 539 0 0 0 170.4057824659125 11.46407826031758 -72891.68851449886
78 546 0 0 0 176.29102012398243 8.374160443095445 -76640.42135237808
79 553 0 0 0 189.34877095519565 11.781977893655688 -84856.54079826249
80 560 0 0 0 218.02293345972942 9.060422962794915 -91853.93698268932
81 567 0 0 0 222.64135153394244 12.74975317413595 -94218.30652394959
82 574 0 0 0 215.60938200758358 12.40913090228577 -85648.10586241228
83 581 0 0 0 238.06124494354052 11.802548265105717 -104964.14414539028
84 588 0 0 0 227.97398281520043 9.992292816993297 -104864.57997344038
85 595 0 0 0 220.36795147825785 8.717682551353217 -112179.1794953492
86 602 0 0 0 203.77324812356946 11.480950359358497 -111622.01861803843
87 609 0 0 0 174.02665363599627 10.343638443195992 -121763.69037405528
